Geneid	HSA1	HSA1_c	HSA2	HSA2_c	HSA3	HSA3_c	HSB1	HSB1_c	HSB2	HSB2_c	HSB3	HSB3_c	HSD1	HSD1_c	HSD2	HSD2_c	HSD3	HSD3_c
AIDA	13	74	14	108	17	107	21	26	9	76	19	113	10	92	13	49	13	89
BROX	176	1350	234	1486	157	1610	176	369	134	903	125	1100	230	1136	227	855	304	1206
FAM177B	0	12	2	7	1	11	0	3	0	4	0	5	0	3	0	6	1	2
ENSG00000288824	8	0	5	1	7	0	7	1	11	0	5	0	7	1	8	0	6	1
ENSG00000287684	2	2	0	4	2	9	0	0	0	1	0	0	0	2	3	2	0	0
DISP1	176	235	239	212	147	217	160	159	113	213	166	233	173	228	162	226	269	357
NDUFB1P2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000287338	3	6	0	22	0	8	0	5	0	6	0	4	2	8	0	10	4	9
TLR5	10	21	7	34	7	19	11	5	5	23	5	21	33	28	16	62	17	51
ENSG00000236846	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000226601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUSD4	7	94	16	109	2	102	12	60	10	97	10	94	30	98	13	90	56	116
RNU4-57P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPN8	0	2	2	3	0	1	1	2	4	3	0	3	1	2	1	5	3	5
SNRPEP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1248P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPN2	59	796	67	940	41	1116	52	559	34	1304	46	1361	56	1624	77	689	74	1061
TP53BP2	15	651	24	661	38	716	35	871	33	1042	35	1106	73	777	55	549	68	749
ENSG00000288999	116	17	194	30	121	26	49	36	31	28	52	36	20	25	15	16	61	29
PHBP11	1	3	0	1	0	3	0	2	1	1	0	2	1	1	0	0	0	2
ACTBP11	0	1	0	7	0	1	0	0	0	1	0	0	0	1	0	1	0	1
CICP5	0	8	0	3	0	7	0	1	0	1	0	5	0	3	0	1	0	0
GTF2IP20	16	370	23	368	15	377	37	148	14	217	16	228	19	242	17	219	38	369
RNU6-1319P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPTIN7P13	3	76	1	88	6	107	6	9	4	37	1	24	3	95	7	88	11	100
ENSG00000278467	0	3	0	4	0	5	0	0	0	0	0	0	0	4	0	4	1	2
ENSG00000229930	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0
RN7SKP49	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
FBXO28	108	1411	81	1466	87	1554	89	192	62	617	96	615	137	842	102	653	196	966
ENSG00000236773	2	2	0	0	0	3	0	2	1	2	3	1	0	3	2	2	3	5
DEGS1	153	1526	244	1709	168	1732	736	291	457	804	457	882	1100	1871	1253	1508	1326	2252
ENSG00000232628	1	0	0	1	0	2	0	3	0	3	0	4	0	1	0	0	0	2
ENSG00000237101	3	6	2	6	2	5	5	5	1	6	4	7	2	1	2	1	12	3
NVL	416	1468	429	1565	480	1608	291	400	188	756	226	811	312	1035	333	855	454	1104
MIR320B2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	2
ENSG00000229742	0	1	0	6	0	3	0	5	0	2	0	1	0	0	0	0	0	0
RNU6-1008P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNIH4	1047	1434	1171	1550	908	1694	1187	721	792	1040	1100	1186	985	1494	923	1186	1288	1698
WDR26	38	1134	42	1237	36	1327	107	690	108	1102	112	1113	153	912	140	699	155	995
MIR4742	0	0	0	5	0	2	0	0	0	5	0	0	0	1	0	0	0	0
CNIH3	11	63	46	102	47	116	35	24	32	65	42	81	33	83	28	47	50	91
AKR1B1P1	0	1	0	2	0	0	0	1	1	0	0	0	0	1	0	0	0	5
CNIH3-AS2	31	6	46	15	25	13	19	13	17	10	13	11	21	9	17	7	14	14
DNAJB6P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286174	0	1	3	1	0	2	0	0	0	1	0	2	0	0	0	0	0	0
CNIH3-AS1	0	2	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0
LINC02813	0	0	0	1	0	6	0	0	0	0	0	0	1	1	0	0	0	2
ENSG00000286719	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
DNAH14	96	456	92	471	79	554	99	189	61	304	84	321	112	405	86	348	116	465
LBR	41	2079	85	2071	54	2289	78	593	65	1850	58	1856	175	2782	158	2383	193	3544
LINC02765	1	4	0	1	0	0	1	0	1	0	0	0	0	0	2	1	0	1
ENSG00000282418	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1
ENAH	301	2549	262	2882	257	3046	497	1610	284	2287	335	2624	514	2492	455	1968	685	2548
ENSG00000289602	13	5	10	6	10	4	10	2	1	7	6	14	5	14	4	5	8	9
ENSG00000227496	4	3	0	4	1	0	1	1	1	0	1	1	4	2	1	0	5	0
ENSG00000226349	0	4	0	0	3	2	0	0	0	0	1	0	0	1	0	0	0	0
RNU6-1304P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRP9	270	2691	250	2978	212	3336	297	1148	233	2924	246	4009	482	3807	499	3202	532	4258
ENSG00000234112	0	0	0	2	0	1	0	1	1	2	0	0	0	0	1	2	1	0
EPHX1	6	189	6	149	0	203	3	137	3	134	6	132	10	162	6	188	4	246
ENSG00000242861	0	4	0	7	0	4	0	0	0	4	1	2	0	1	1	5	0	6
TMEM63A	7	478	16	454	15	501	4	191	2	298	7	317	5	467	3	491	2	684
LEFTY1	23	16	8	23	4	18	0	4	1	5	1	6	0	2	2	4	1	6
ENSG00000255835	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PYCR2	12	543	29	508	16	551	47	178	33	288	29	319	73	550	54	431	63	703
MIR6741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248322	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LEFTY2	0	10	3	5	0	10	0	2	2	1	0	2	2	4	0	3	0	13
NDUFA3P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDE2	67	1506	65	1523	54	1656	88	691	70	1252	57	1268	132	1019	127	957	139	1327
ENSG00000289341	0	7	0	4	0	8	0	9	0	14	0	14	2	2	0	6	0	7
H3-3A-DT	25	12	21	16	15	15	10	2	20	5	12	14	15	7	12	7	26	7
H3-3A	227	286	262	253	163	235	128	365	116	480	128	466	155	381	137	365	189	466
LINC01703	80	36	78	25	53	38	40	6	34	9	46	14	37	29	20	26	86	36
ENSG00000270598	1	0	5	1	1	0	10	0	3	0	1	1	0	1	0	0	1	0
ACBD3	171	871	196	954	154	1079	162	591	113	872	144	1004	254	666	157	556	303	568
ACBD3-AS1	2	6	2	8	2	9	0	2	0	2	1	3	0	0	0	4	0	1
ENSG00000223570	0	0	0	8	1	6	0	0	2	0	0	3	3	0	3	0	0	2
MIXL1	2	3	1	8	0	10	2	7	4	13	5	10	4	7	11	14	6	6
LIN9	64	381	100	383	75	416	75	157	73	408	60	471	83	398	64	321	122	479
YBX1P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275406	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000289348	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARP1	216	8659	252	8366	146	9057	111	5636	82	9501	113	10047	147	10368	119	8924	183	12252
ENSG00000270287	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RPS3AP7	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0
RN7SKP165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDKN2AIPNLP1	0	0	0	0	0	1	1	2	0	0	2	0	0	0	0	0	1	0
ENSG00000287627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STUM	0	22	0	19	0	21	0	2	0	7	2	1	2	20	0	13	2	44
ITPKB	2	167	11	131	2	178	13	130	2	156	10	160	6	136	3	143	10	193
ITPKB-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
ITPKB-AS1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS27P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287259	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSEN2	2	40	0	34	1	44	2	11	0	34	1	16	1	30	0	33	1	39
ENSG00000288674	3	2	2	4	3	7	0	3	2	2	0	4	2	5	2	2	3	3
COQ8A	1	32	3	27	1	32	0	14	0	15	0	12	3	29	0	35	8	56
ENSG00000228525	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
CDC42BPA	27	494	17	475	24	511	21	348	12	496	10	500	27	675	13	494	57	566
ENSG00000233706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287532	0	1	0	0	0	2	0	2	0	1	0	0	0	0	0	1	0	3
ENSG00000228625	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	2
ENSG00000228729	0	0	0	3	0	2	0	3	0	2	0	1	0	0	0	0	0	2
ENSG00000236636	0	0	0	2	0	2	1	4	0	1	0	5	0	0	2	0	0	2
ENSG00000287525	0	1	0	1	0	1	0	4	0	4	0	5	0	0	0	3	0	0
LINC01641	0	0	4	1	0	0	0	0	1	0	0	0	0	0	1	0	2	0
NUCKS1P1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000242757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTF3P9	0	0	1	0	1	0	1	2	1	0	0	0	0	0	0	0	0	1
ENSG00000237193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB8P10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB8P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF678	28	490	22	521	32	532	17	201	14	395	22	436	24	354	18	331	24	436
FAM133FP	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1
ZNF847P	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SNAP47	143	1692	103	1650	60	1834	134	687	122	1006	117	1160	223	1482	148	1428	261	2109
JMJD4	46	565	87	496	61	568	45	136	36	128	50	137	62	446	69	389	81	562
SNAP47-AS1	0	15	0	9	0	4	0	5	0	10	0	9	0	1	0	2	0	7
ENSG00000286389	0	4	0	4	0	10	0	5	0	4	1	10	0	5	0	5	1	7
PRSS38	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
WNT9A	0	23	0	24	0	33	0	0	0	5	0	1	5	14	1	19	0	31
MIR5008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CICP26	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPTIN14P17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
WNT3A	0	2	0	5	4	5	4	2	0	1	0	1	0	4	0	2	0	6
LINC02809	0	3	0	5	0	11	0	11	0	13	0	9	0	7	0	5	0	10
ARF1	3590	9030	3579	9075	3125	9640	1709	5900	1027	9991	1288	11162	2853	7890	2564	7046	4341	10428
MIR3620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf35	478	567	699	672	693	871	628	608	388	505	444	607	513	785	415	369	912	717
MRPL55	2665	1446	3050	1378	2509	1621	1871	1113	1249	1104	1610	1349	1703	1365	1508	1207	2299	1820
CIAO2AP2	0	2	0	0	1	2	0	0	0	1	0	1	2	0	0	1	0	1
ENSG00000287895	0	3	0	4	0	1	0	1	0	4	0	2	0	4	0	1	0	1
ENSG00000280157	2	14	0	9	0	21	0	4	0	6	1	1	1	4	1	4	1	5
ENSG00000227625	0	2	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	1
GUK1	1445	969	2078	1235	2436	1831	1844	1499	1146	1509	1333	1833	1145	1965	826	805	2523	1567
GJC2	1	0	6	1	0	0	1	1	2	3	1	1	2	0	0	2	0	1
IBA57-DT	4	1	0	2	1	9	5	1	0	4	1	5	2	0	2	3	3	4
IBA57	6	165	16	233	4	288	7	90	7	106	14	132	8	288	11	139	24	241
OBSCN-AS1	0	11	2	2	0	8	1	3	0	3	1	6	1	2	1	4	0	10
OBSCN	10	110	5	119	2	122	4	57	0	89	5	80	3	104	2	91	0	162
ENSG00000269934	5	5	0	9	0	9	0	0	1	6	0	4	0	7	0	2	0	10
ENSG00000270110	9	2	1	3	0	1	0	1	0	1	0	1	0	1	1	4	0	5
ENSG00000286773	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000287315	0	18	0	9	0	11	0	7	0	3	0	5	0	9	0	3	2	4
ENSG00000270104	2	2	0	0	10	0	1	2	0	1	1	0	3	0	1	0	0	0
TRIM11	39	388	24	467	33	574	16	553	5	674	13	807	24	657	30	306	34	380
ENSG00000270094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231563	1	3	0	8	0	7	0	6	2	2	0	4	3	6	1	4	1	7
TRIM17	0	23	0	21	0	26	0	15	0	11	0	15	0	14	0	23	0	26
H3-4	0	5	0	3	0	0	0	0	0	1	0	1	0	1	0	1	0	2
H2AW	103	214	91	210	84	260	51	168	32	305	33	312	39	152	29	167	30	230
RPL23AP15	0	2	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0
H2BU1	19	129	26	126	22	159	10	44	4	55	12	55	8	33	13	31	11	46
MIR4666A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2BU2P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279306	10	6	13	17	1	14	4	5	3	10	1	5	2	5	4	6	2	1
RNF187	28	194	18	198	34	216	15	378	16	337	33	501	35	716	21	225	25	302
BTNL10	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0
RNA5SP19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5S17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP18	0	4	0	2	0	6	0	1	0	8	0	8	0	3	0	2	0	4
DUSP5P1	0	7	0	2	0	6	0	4	0	3	0	8	0	11	0	3	0	6
ENSG00000206878	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	2
FTH1P2	25	1	13	0	10	0	6	2	1	0	3	0	4	2	8	0	3	1
RHOU	5	128	16	115	9	142	24	150	9	138	17	188	22	134	24	115	30	110
ENSG00000271475	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000271399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02815	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ISCA1P2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02814	10	4	8	4	9	7	1	9	3	0	0	2	7	0	0	2	1	5
ENSG00000233920	3	2	9	2	2	1	1	1	0	0	0	0	2	1	1	1	4	0
TMEM78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000177788	18	147	10	194	22	170	12	48	9	97	13	83	21	133	13	135	22	161
RAB4A	199	360	316	427	347	492	537	462	312	907	428	1088	420	793	379	331	798	504
ENSG00000237481	0	2	4	3	0	1	0	0	0	2	0	2	0	5	0	3	0	4
CCSAP	57	280	105	376	112	376	74	245	45	435	80	431	83	312	74	244	125	291
RNU6-180P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288862	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
RN7SKP276	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000230331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTA1	20	59	24	37	5	52	0	16	0	17	1	25	1	10	1	17	2	20
NUP133	69	2298	54	2313	54	2579	53	495	40	1287	44	1198	70	2010	59	1563	108	2327
ENSG00000226920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223635	146	15	159	30	118	35	34	10	15	13	31	10	36	7	13	7	22	11
ABCB10	9	198	15	169	8	200	26	93	24	115	21	153	27	215	30	212	33	290
RNU4-21P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP78	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
HMGN2P19	2	1	5	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
TAF5L	49	289	48	261	47	270	78	114	46	153	75	205	91	203	71	176	78	241
URB2	13	1044	17	1050	26	1186	37	290	33	572	20	612	77	1035	58	853	71	1388
ENSG00000213028	0	12	0	5	2	7	0	1	0	4	0	1	0	3	0	1	0	7
HMGB1P26	0	1	0	1	0	2	0	0	0	0	0	1	1	0	1	2	1	1
LINC01682	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
LINC01736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALNT2	21	584	27	632	18	739	23	342	22	611	27	632	24	950	30	711	55	1096
ENSG00000227006	0	3	0	0	0	1	0	2	0	1	0	0	0	2	1	3	0	3
ENSG00000224407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGBD5	7	81	16	92	13	75	19	77	5	64	26	76	25	83	33	73	31	84
ENSG00000282564	0	1	0	8	0	2	0	3	0	1	0	1	0	1	0	4	0	1
LINC01737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COG2	32	918	14	980	14	1024	9	171	8	417	15	390	32	755	34	684	41	1010
AGT	2	14	4	26	4	23	2	13	3	9	0	10	3	25	4	6	3	12
ENSG00000244137	4	1	0	3	1	5	5	4	1	4	0	1	2	2	1	1	1	2
CAPN9	2	9	0	4	0	8	8	1	6	6	6	1	1	1	0	4	5	5
RNA5SP79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225656	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
C1orf198	57	585	75	846	61	892	84	374	72	751	88	757	69	937	60	500	224	995
ENSG00000223393	1	6	0	18	1	14	1	7	0	4	2	7	1	5	0	4	10	7
ENSG00000288037	0	2	2	2	0	2	0	0	0	1	0	0	0	0	0	1	0	1
ENSG00000287395	0	1	0	2	0	0	0	0	0	4	0	1	0	0	0	1	0	2
RN7SL837P	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TTC13	12	101	18	167	11	209	20	45	10	115	17	118	4	234	17	82	44	115
ARV1	121	481	158	481	131	455	195	197	118	415	135	441	202	624	213	517	287	750
FAM89A	86	96	67	80	31	130	154	39	93	53	114	37	128	119	127	79	236	128
MIR1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227934	0	3	0	2	1	2	0	7	1	4	0	9	0	3	0	3	0	3
ENSG00000229595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM67	0	4	0	11	1	3	0	1	0	2	0	2	0	4	0	1	0	2
TRIM67-AS1	0	3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
C1orf131	555	850	557	976	469	997	378	315	271	499	255	476	421	504	323	458	607	598
GNPAT	123	952	158	1029	88	991	91	517	80	1069	86	1151	177	1148	151	1020	199	1526
RNA5SP80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOC8	12	454	9	632	11	712	13	301	12	493	14	564	12	450	14	240	28	378
SPRTN	52	883	36	923	48	957	64	207	29	454	47	512	64	621	66	517	102	705
ENSG00000287450	0	2	0	1	0	2	0	5	0	2	0	3	0	1	0	2	1	0
EGLN1	14	30	28	26	20	25	10	41	7	64	22	72	32	71	15	28	30	20
ENSG00000287856	0	4	7	1	0	1	0	0	0	1	0	1	0	0	0	0	0	2
SNRPD2P2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233461	786	237	919	266	671	254	465	206	299	180	385	195	392	173	400	164	513	212
TSNAX	75	1086	80	1160	59	1371	74	193	58	427	112	454	140	963	133	834	137	1197
TSNAX-DISC1	1	6	0	5	3	2	0	0	0	4	0	0	2	1	1	1	3	1
LINC00582	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0
DISC1	8	95	0	103	3	111	3	20	4	47	4	42	6	89	15	82	18	97
RNU5A-5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286071	0	10	0	8	0	4	0	0	0	5	0	1	0	7	0	7	0	8
ENSG00000274121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DISC1-IT1	0	1	0	1	0	1	0	0	0	1	0	3	0	0	0	2	0	0
ENSG00000235152	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000236372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL299P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIPA1L2	14	323	6	353	5	327	17	384	14	435	18	495	34	295	26	259	30	377
RNU6-1211P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01744	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAP10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-74P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286774	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTPCR	482	852	539	878	476	927	597	579	382	701	433	733	678	882	772	834	1012	1168
PCNX2	23	253	11	266	10	306	13	120	8	148	11	154	12	197	23	235	42	284
RPS7P3	51	4	51	3	43	2	88	3	58	5	102	5	93	5	77	3	79	6
ENSG00000251508	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAP3K21	42	405	49	448	51	432	57	362	40	534	41	579	96	616	98	424	113	492
RNU4-77P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287423	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000289305	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KCNK1	9	60	9	50	15	57	49	84	22	101	22	128	46	65	28	49	64	71
MIR4427	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000286109	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225486	1	1	1	1	3	0	3	1	1	0	2	2	2	0	2	2	2	0
ENSG00000286666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287921	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SLC35F3	0	1	0	4	1	6	1	2	0	2	1	1	0	1	0	1	0	2
RAC1P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233332	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35F3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232166	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MIR4671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235605	6	4	7	2	7	3	1	7	2	7	3	5	6	6	4	4	7	4
ENSG00000236358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273367	1	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	1
COA6-AS1	89	37	100	32	90	33	67	34	53	23	62	16	59	24	42	22	62	25
COA6	1257	865	1459	1005	1166	1089	1146	695	803	831	1070	939	910	878	953	743	1090	1067
TARBP1	20	504	32	464	25	544	12	142	8	263	11	286	18	577	12	467	18	605
LINC01354	3	0	0	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000288760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287633	0	0	0	3	0	1	0	3	0	0	0	0	0	0	0	0	0	1
ENSG00000230404	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
U8	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000289057	0	1	1	1	2	1	0	1	0	0	1	1	1	1	0	0	3	0
IRF2BP2	32	496	56	620	35	641	42	742	31	914	35	1175	28	563	46	386	42	523
ENSG00000228830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00184	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000272362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228044	2	0	0	0	0	1	0	0	0	1	1	0	3	0	4	0	0	0
ENSG00000241475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
